Timestamp,Temperature,Moisture,Water_Content,SpO2,Fatigue,Drowsiness,Stress,Heart_Rate,Respiration_Rate,Systolic_BP,Diastolic_BP,Efficiency,Hour_of_Day,Hours_into_Shift
2023-03-26 03:30:00,37.147074835609004,65.57496486072185,90.0,98.52403751278003,0.31095578258913853,0.3373847690811556,0.2422471520937498,84.62012539976371,20.0,125.0,80.0,0.7526840494096037,3.5,3.5
2023-03-21 11:30:00,36.44681950109303,68.91068422470735,89.94827178818016,98.86414969317713,0.37318668390425547,0.38154145141339524,0.36498864361808714,79.20280811314797,19.53397367836415,125.0,73.0,0.7290881198720867,11.5,3.5
2023-01-18 16:00:00,37.515221563079066,35.41118512975983,52.03103339749536,87.01397471749172,0.7150330001560458,0.7207157033628545,0.6881267630970495,115.19638849147844,30.0,137.0,91.0,0.18203990454861319,16.0,0.0
2023-04-12 07:30:00,36.03555218215331,69.90971299260501,90.0,96.55330899374715,0.12116494099320649,0.13417851816291335,0.1569147345287057,81.8161420815789,19.87801160785861,125.0,77.0,0.8244403231322249,7.5,7.5
2023-01-02 15:30:00,36.968819867913545,35.43997210688712,53.60971686903448,85.18890813924114,0.6920697439394938,0.6700469544072988,0.6846694686327601,118.78710210118517,28.7906626522739,134.0,85.0,0.188814304338869,15.5,7.5
2023-02-21 16:00:00,37.676472340829285,47.4534273684645,75.48296348509973,90.07558207844689,0.6646643856231832,0.6313821740327267,0.6906708592581854,82.63150986348592,20.71507170527094,122.0,78.0,0.3964290323448598,16.0,0.0
2023-03-15 17:30:00,36.324279487405455,63.666412048909976,90.0,96.31837504230872,0.2611716585042129,0.2775430598257935,0.28542066223619833,85.54702957305801,20.0,125.0,80.0,0.7500752602754238,17.5,1.5
2023-02-22 01:00:00,36.69434308693217,48.7757198134826,75.58491004663585,94.94584830217183,0.7322106970945722,0.6769232329379226,0.7668037661155167,98.67534586949395,22.74337262374707,130.0,85.0,0.3502178036011266,1.0,1.0
2023-04-06 16:30:00,36.289982565142104,60.935713463407176,89.20599564559639,99.13817804480232,0.2620214346847109,0.24139774762787722,0.20269407778636286,89.47303978330274,20.0,125.0,80.0,0.7651882938926783,16.5,0.5
2023-03-31 15:00:00,37.067509247960295,61.03490465850524,90.0,99.01016028018144,0.464056067289617,0.40557997737896234,0.506255403724055,64.37250989098362,14.935323517507104,110.0,70.0,0.7356642575734268,15.0,7.0
2023-01-16 22:00:00,36.840693053637125,44.904294853816694,55.37509510420696,89.81087773234046,0.748663054968288,0.685371913330664,0.704935987300171,129.9055763340089,30.0,142.0,93.0,0.16276948706371513,22.0,6.0
2023-01-01 16:30:00,38.09655855817065,37.09795366973108,52.3941481696353,87.72540069781908,0.715531937384741,0.7248237421969538,0.7269236959790188,124.05554490215225,30.0,133.0,87.0,0.1753848405589111,16.5,0.5
2023-02-19 10:30:00,37.72254864182672,51.89812068524429,70.75748474676935,93.24250903293161,0.6710429173773953,0.6109511505616813,0.6333765147185468,97.8152953959251,23.31720805526861,130.0,82.0,0.39182461691002085,10.5,2.5
2023-03-03 21:00:00,36.25163961620568,40.08056539404387,69.96797806599052,91.03818224475457,0.6136334631307996,0.5823961170544679,0.5476516087396499,80.04357275368186,20.169082425652455,127.0,85.0,0.410592643335118,21.0,5.0
2023-02-06 22:30:00,37.492098224355104,54.59416063623481,78.92206293658828,92.40172662827827,0.6101418394877886,0.5774225113333293,0.6591333821322234,107.96366182223764,25.0,130.0,85.0,0.3716650328925448,22.5,6.5
2023-01-15 05:30:00,37.73872495678142,38.14731048425665,54.13203000868497,87.09795614234126,0.9308793373463417,0.8813033385744814,0.870224612110719,111.13613028085778,28.900236211957996,130.0,85.0,0.1700373974137428,5.5,5.5
2023-03-20 17:30:00,36.45730927415651,56.568544134390955,86.48975900592951,98.13725662810423,0.42900381475500693,0.3944083344696932,0.433441201673319,71.58827303100719,17.26833458093286,117.0,70.0,0.7212081124543464,17.5,1.5
2023-01-06 07:00:00,37.0174166341479,32.61947485988348,54.59794715237393,89.76052868123988,0.8000809731619458,0.778465285660932,0.8328351977781572,127.71474601470342,30.0,137.0,87.0,0.17665027140604816,7.0,7.0
2023-02-26 17:00:00,37.66578720150764,55.88488635188463,77.69603178436023,95.34515206921776,0.5223066029983793,0.48288629723645693,0.540466869159612,108.13833499962712,25.0,130.0,85.0,0.4130740522003125,17.0,1.0
2023-03-20 05:30:00,37.057220330049354,53.607186062452186,87.72367686281676,97.22030918518047,0.18973202997152594,0.21208022979818225,0.19338849907851,80.3832301385375,20.0,125.0,79.0,0.7981390067532234,5.5,5.5
2023-04-05 11:30:00,36.739721006844974,63.131070468845266,90.0,96.7834189814715,0.39437374070401704,0.3742625947221772,0.3794107365568837,70.88305501640029,14.839251874982512,121.0,77.0,0.7401779501102788,11.5,3.5
2023-03-19 18:30:00,36.732757180676145,66.74031032047571,90.0,98.53442912708972,0.4060020590757481,0.3627973858750037,0.3206251566105504,60.681013113138434,14.32281867595789,123.0,78.0,0.7528485550969359,18.5,2.5
